Order_ID,Order Date,Ship Date,Ship Mode,customer name,Segment,Country,Currency,City,State,Region,Category,Sub_Category,Product Name,Item Price,Quantity,Cost,Sales,Expense,% Discount,discount,Packaging Cost,Service and other cost,Total Cost,Profit,,,
DO-2539,11/14/2021,11/16/2021,Second Class,3049-maris laware,1,United States,USD,Fairfield,Connecticut,East,stationary & office items,Binders,acco 3-hole punch,231,72,134,16632,9648,0.03,499,3,1,"6,481.04","10,150.96",,,
DO-2540,11/14/2021,11/18/2021,Standard,2248-jeremy lonsdale,1,United States,USD,Midland,Michigan,East,stationary & office items,Binders,storex duratech recycled plastic frosted binders,227,71,141,16117,10011,0.05,806,2,3,"5,295.15","10,821.85",,,
DO-2541,11/14/2021,11/18/2021,Standard,2248-jeremy lonsdale,1,United States,USD,Midland,Michigan,East,stationary & office items,Binders,avery durable binders,200,80,175,16000,14000,0.03,480,4,4,"1,512.00","14,488.00",,,
DO-2542,11/14/2021,11/15/2021,First Class,784-candace mcmahon,3,United States,USD,Pasadena,Texas,East,stationary & office items,Paper,xerox 221,220,84,168,18480,14112,0.03,554,4,2,"3,807.60","14,672.40",,,
DO-2543,11/14/2021,11/18/2021,Standard,3922-robert marley,2,United States,USD,New York City,New York,East,stationary & office items,Paper,"adams write n' stick phone message book, 11"" x 5 1/4"", 200 messages",245,81,198,19845,16038,0.05,992,5,3,"2,806.75","17,038.25",,,
DO-2544,11/14/2021,11/18/2021,Standard,3922-robert marley,2,United States,USD,New York City,New York,East,home & lifestyle,Chairs,"safco chair connectors, 6/carton",243,93,116,22599,10788,0.03,678,3,5,"11,125.03","11,473.97",,,
DO-2545,11/14/2021,11/20/2021,Standard,917-chris cortes,1,United States,USD,Chesapeake,Virginia,East,stationary & office items,Paper,xerox 192,204,87,196,17748,17052,0.03,532,2,3,158.56,"17,589.44",,,
DO-2546,11/15/2021,11/21/2021,Standard,2130-jamie frazer,1,United States,USD,Johnson City,Tennessee,East,stationary & office items,Appliances,"1.7 cubic foot compact ""cube"" office refrigerators",230,72,141,16560,10152,0.05,828,1,1,"5,578.00","10,982.00",,,
DO-2547,11/15/2021,11/21/2021,Standard,2130-jamie frazer,1,United States,USD,Johnson City,Tennessee,West,stationary & office items,Paper,"southworth 100% r?sum? paper, 24lb.",202,56,198,11312,11088,0.05,566,2,5,-348.6,"11,660.60",,,
DO-2548,11/15/2021,11/21/2021,Standard,2130-jamie frazer,1,United States,USD,Johnson City,Tennessee,West,stationary & office items,Art,newell 310,209,58,101,12122,5858,0.05,606,5,3,"5,649.90","6,472.10",,,
DO-2549,11/15/2021,11/22/2021,Standard,3712-peter b?hler,1,United States,USD,Houston,Texas,West,stationary & office items,Envelopes,ames color-file green diamond border x-ray mailers,229,57,169,13053,9633,0.03,392,5,4,"3,019.41","10,033.59",,,
DO-2550,11/15/2021,11/18/2021,First Class,4089-sammy anderson,1,United States,USD,Los Angeles,California,West,electronics,Accessories,logitech?p710e mobile speakerphone,205,86,141,17630,12126,0.05,882,2,2,"4,618.50","13,011.50",,,
DO-2551,11/15/2021,11/18/2021,First Class,4089-sammy anderson,1,United States,USD,Los Angeles,California,West,home & lifestyle,Furnishings,eldon 100 class desk accessories,205,69,159,14145,10971,0.04,566,4,2,"2,602.20","11,542.80",,,
DO-2552,11/15/2021,11/18/2021,First Class,4089-sammy anderson,1,United States,USD,Los Angeles,California,West,stationary & office items,Supplies,acme box cutter scissors,201,95,133,19095,12635,0.05,955,4,1,"5,500.25","13,594.75",,,
DO-2553,11/15/2021,11/17/2021,Second Class,4176-scott cohen,3,United States,USD,San Francisco,California,West,stationary & office items,Supplies,acme value line scissors,248,65,117,16120,7605,0.04,645,4,4,"7,862.20","8,257.80",,,
DO-2554,11/16/2021,11/20/2021,Standard,3860-rick huthwaite,2,United States,USD,Manhattan,Kansas,West,electronics,Phones,jawbone mini jambox wireless bluetooth speaker,246,58,184,14268,10672,0.03,428,5,1,"3,161.96","11,106.04",,,
DO-2555,11/16/2021,11/21/2021,Standard,4353-steven roelle,2,United States,USD,Bloomington,Indiana,West,stationary & office items,Envelopes,"#10 white business envelopes,4 1/8 x 9 1/2",238,69,149,16422,10281,0.03,493,3,4,"5,641.34","10,780.66",,,
DO-2556,11/16/2021,11/21/2021,Standard,4353-steven roelle,2,United States,USD,Bloomington,Indiana,West,stationary & office items,Storage,"file shuttle ii and handi-file, black",222,94,181,20868,17014,0.04,835,4,4,"3,011.28","17,856.72",,,
DO-2557,11/16/2021,11/21/2021,Standard,4353-steven roelle,2,United States,USD,Bloomington,Indiana,West,stationary & office items,Binders,wilson jones active use binders,229,73,100,16717,7300,0.05,836,5,1,"8,575.15","8,141.85",,,
DO-2558,11/16/2021,11/21/2021,Standard,4353-steven roelle,2,United States,USD,Bloomington,Indiana,West,stationary & office items,Paper,xerox 1954,219,78,112,17082,8736,0.03,512,3,2,"7,828.54","9,253.46",,,
DO-2559,11/16/2021,11/22/2021,Standard,131-adam hart,3,United States,USD,Huntington Beach,California,West,stationary & office items,Labels,permanent self-adhesive file folder labels for typewriters by universal,250,84,143,21000,12012,0.05,1050,3,3,"7,932.00","13,068.00",,,
DO-2560,11/16/2021,11/20/2021,Standard,166-alan barnes,1,United States,USD,Decatur,Illinois,West,home & lifestyle,Chairs,safco optional arm kit for workspace cribbage stacking chair,238,100,119,23800,11900,0.03,714,5,4,"11,177.00","12,623.00",,,
DO-2561,11/16/2021,11/18/2021,First Class,2503-justin deggeller,3,United States,USD,Los Angeles,California,West,electronics,Phones,otterbox commuter series case - samsung galaxy s4,226,75,132,16950,9900,0.04,678,5,4,"6,363.00","10,587.00",,,
DO-2562,11/16/2021,11/18/2021,First Class,2503-justin deggeller,3,United States,USD,Los Angeles,California,West,home & lifestyle,Bookcases,"bush andora bookcase, maple/graphite gray finish",218,75,118,16350,8850,0.03,491,3,5,"7,001.50","9,348.50",,,
DO-2563,11/16/2021,11/18/2021,First Class,2503-justin deggeller,3,United States,USD,Los Angeles,California,West,stationary & office items,Storage,space solutions hd industrial steel shelving.,248,86,188,21328,16168,0.03,640,3,1,"4,516.16","16,811.84",,,
DO-2564,11/17/2021,11/21/2021,Standard,3072-mark packer,2,United States,USD,Moorhead,Minnesota,West,home & lifestyle,Chairs,global super steno chair,218,65,153,14170,9945,0.05,709,4,3,"3,509.50","10,660.50",,,
DO-2565,11/17/2021,11/22/2021,Standard,4770-yoseph carroll,3,United States,USD,Newark,Delaware,West,stationary & office items,Storage,smead adjustable mobile file trolley with lockable top,211,70,151,14770,10570,0.03,443,1,2,"3,753.90","11,016.10",,,
DO-2566,11/17/2021,11/22/2021,Standard,4770-yoseph carroll,3,United States,USD,Newark,Delaware,West,home & lifestyle,Furnishings,eldon econocleat chair mats for low pile carpets,239,90,150,21510,13500,0.04,860,5,1,"7,143.60","14,366.40",,,
DO-2567,11/17/2021,11/22/2021,Standard,4770-yoseph carroll,3,United States,USD,Newark,Delaware,West,stationary & office items,Art,deluxe chalkboard eraser cleaner,239,83,134,19837,11122,0.03,595,3,5,"8,111.89","11,725.11",,,
DO-2568,11/17/2021,11/19/2021,First Class,4496-thomas seio,3,United States,USD,San Francisco,California,West,stationary & office items,Appliances,apc 7 outlet network surgearrest surge protector,213,51,192,10863,9792,0.04,435,2,2,632.48,"10,230.52",,,
DO-2569,11/17/2021,11/19/2021,First Class,4496-thomas seio,3,United States,USD,San Francisco,California,West,electronics,Accessories,case logic 2.4ghz wireless keyboard,214,62,180,13268,11160,0.04,531,1,3,"1,573.28","11,694.72",,,
DO-2570,11/17/2021,11/19/2021,First Class,4496-thomas seio,3,United States,USD,San Francisco,California,North,stationary & office items,Paper,xerox 1941,222,50,166,11100,8300,0.03,333,2,2,"2,463.00","8,637.00",,,
DO-2571,11/17/2021,11/24/2021,Standard,3786-randy bradley,1,United States,USD,Philadelphia,Pennsylvania,North,home & lifestyle,Chairs,hon every-day series multi-task chairs,200,72,118,14400,8496,0.05,720,5,4,"5,175.00","9,225.00",,,
DO-2572,11/17/2021,11/24/2021,Standard,3786-randy bradley,1,United States,USD,Philadelphia,Pennsylvania,North,stationary & office items,Paper,"southworth 100% r?sum? paper, 24lb.",226,52,194,11752,10088,0.05,588,4,1,"1,071.40","10,680.60",,,
DO-2573,11/17/2021,11/21/2021,Standard,847-cassandra brandow,1,United States,USD,Cedar Hill,Texas,North,stationary & office items,Envelopes,"redi-strip #10 envelopes, 4 1/8 x 9 1/2",242,52,125,12584,6500,0.05,629,5,2,"5,447.80","7,136.20",,,
DO-2574,11/17/2021,11/22/2021,Standard,1919-greg tran,1,United States,USD,Buffalo,New York,North,stationary & office items,Binders,gbc docubind tl300 electric binding system,247,78,177,19266,13806,0.05,963,2,5,"4,489.70","14,776.30",,,
DO-2575,11/17/2021,11/22/2021,Standard,1919-greg tran,1,United States,USD,Buffalo,New York,North,home & lifestyle,Bookcases,dmi eclipse executive suite bookcases,211,100,148,21100,14800,0.03,633,1,3,"5,663.00","15,437.00",,,
DO-2576,11/17/2021,11/22/2021,Second Class,1743-frank gastineau,2,United States,USD,New York City,New York,North,stationary & office items,Paper,southworth 100% cotton the best paper,245,96,193,23520,18528,0.05,1176,5,2,"3,809.00","19,711.00",,,
DO-2577,11/18/2021,11/20/2021,Second Class,3756-pierre wener,1,United States,USD,Louisville,Colorado,North,stationary & office items,Paper,"geographics note cards, blank, white, 8 1/2"" x 11""",202,74,109,14948,8066,0.03,448,1,1,"6,431.56","8,516.44",,,
DO-2578,11/18/2021,11/20/2021,Second Class,3756-pierre wener,1,United States,USD,Louisville,Colorado,North,home & lifestyle,Tables,bevis rectangular conference tables,215,97,163,20855,15811,0.05,1043,5,5,"3,991.25","16,863.75",,,
DO-2579,11/18/2021,11/22/2021,Standard,819-carlos soltero,1,United States,USD,Philadelphia,Pennsylvania,North,home & lifestyle,Furnishings,"eldon executive woodline ii desk accessories, mahogany",223,75,180,16725,13500,0.05,836,5,1,"2,382.75","14,342.25",,,
DO-2580,11/18/2021,11/22/2021,Standard,819-carlos soltero,1,United States,USD,Philadelphia,Pennsylvania,North,stationary & office items,Binders,fellowes pb200 plastic comb binding machine,221,67,109,14807,7303,0.03,444,5,1,"7,053.79","7,753.21",,,
DO-2581,11/18/2021,11/22/2021,Standard,819-carlos soltero,1,United States,USD,Philadelphia,Pennsylvania,North,stationary & office items,Binders,peel & stick add-on corner pockets,216,63,179,13608,11277,0.04,544,2,4,"1,780.68","11,827.32",,,
DO-2582,11/18/2021,11/22/2021,Standard,819-carlos soltero,1,United States,USD,Philadelphia,Pennsylvania,North,stationary & office items,Storage,safco industrial wire shelving,245,67,150,16415,10050,0.05,821,2,4,"5,538.25","10,876.75",,,
DO-2583,11/18/2021,11/22/2021,Standard,819-carlos soltero,1,United States,USD,Philadelphia,Pennsylvania,North,electronics,Phones,motorola droid maxx,243,96,122,23328,11712,0.05,1166,5,3,"10,441.60","12,886.40",,,
DO-2584,11/18/2021,11/25/2021,Standard,316-ann blume,3,United States,USD,Chicago,Illinois,North,stationary & office items,Binders,"gbc white gloss covers, plain front",242,52,111,12584,5772,0.05,629,4,1,"6,177.80","6,406.20",,,
DO-2585,11/18/2021,11/23/2021,Second Class,3093-marybeth skach,1,United States,USD,Fairfield,Ohio,North,stationary & office items,Binders,pressboard hanging data binders for unburst sheets,218,78,140,17004,10920,0.04,680,4,1,"5,398.84","11,605.16",,,
DO-2586,11/18/2021,11/23/2021,Second Class,3093-marybeth skach,1,United States,USD,Fairfield,Ohio,North,electronics,Phones,pny rapid usb car charger - black,212,83,166,17596,13778,0.05,880,2,4,"2,932.20","14,663.80",,,
DO-2587,11/18/2021,11/21/2021,Second Class,2369-john grady,3,United States,USD,Provo,Utah,North,stationary & office items,Paper,"adams ""while you were out"" message pads",236,54,161,12744,8694,0.04,510,3,1,"3,536.24","9,207.76",,,
DO-2588,11/18/2021,11/21/2021,First Class,2331-joe kamberova,1,United States,USD,Des Plaines,Illinois,North,stationary & office items,Binders,wilson jones turn tabs binder tool for ring binders,200,77,150,15400,11550,0.04,616,1,1,"3,232.00","12,168.00",,,
DO-2589,11/18/2021,11/21/2021,First Class,2331-joe kamberova,1,United States,USD,Des Plaines,Illinois,North,stationary & office items,Storage,fellowes stor/drawer steel plus storage drawers,218,62,123,13516,7626,0.03,405,1,2,"5,481.52","8,034.48",,,
DO-2590,11/18/2021,11/21/2021,First Class,2331-joe kamberova,1,United States,USD,Des Plaines,Illinois,North,home & lifestyle,Bookcases,hon 4-shelf metal bookcases,210,53,190,11130,10070,0.04,445,2,4,608.8,"10,521.20",,,
DO-2591,11/18/2021,11/21/2021,First Class,2331-joe kamberova,1,United States,USD,Des Plaines,Illinois,North,home & lifestyle,Tables,bpi conference tables,249,87,194,21663,16878,0.04,867,5,3,"3,910.48","17,752.52",,,
DO-2592,11/18/2021,11/21/2021,First Class,2331-joe kamberova,1,United States,USD,Des Plaines,Illinois,North,home & lifestyle,Furnishings,dana swing-arm lamps,206,57,191,11742,10887,0.03,352,1,2,499.74,"11,242.26",,,
DO-2593,11/18/2021,11/20/2021,Second Class,2484-julie creighton,3,United States,USD,Minneapolis,Minnesota,South,stationary & office items,Storage,fellowes desktop hanging file manager,208,67,196,13936,13132,0.04,557,4,5,237.56,"13,698.44",,,
DO-2594,11/18/2021,11/23/2021,Standard,3240-michael kennedy,3,United States,USD,Franklin,Wisconsin,South,home & lifestyle,Chairs,office star - mesh screen back chair with vinyl seat,215,70,129,15050,9030,0.03,452,3,1,"5,564.50","9,485.50",,,
DO-2595,11/18/2021,11/25/2021,Standard,3197-maya herman,3,United States,USD,Seattle,Washington,South,home & lifestyle,Furnishings,"howard miller 13-1/2"" diameter rosebrook wall clock",228,99,132,22572,13068,0.05,1129,2,1,"8,372.40","14,199.60",,,
DO-2596,11/18/2021,11/25/2021,Standard,3197-maya herman,3,United States,USD,Seattle,Washington,South,home & lifestyle,Tables,"lesro round back collection coffee table, end table",250,81,111,20250,8991,0.05,1013,2,2,"10,242.50","10,007.50",,,
DO-2597,11/19/2021,11/24/2021,Second Class,3921-robert marley,2,United States,USD,Monroe,Louisiana,South,electronics,Accessories,hp standard 104 key ps/2 keyboard,204,69,121,14076,8349,0.05,704,1,5,"5,017.20","9,058.80",,,
DO-2598,11/19/2021,11/24/2021,Second Class,3921-robert marley,2,United States,USD,Monroe,Louisiana,South,electronics,Phones,nokia lumia 521 (t-mobile),226,93,134,21018,12462,0.05,1051,3,4,"7,498.10","13,519.90",,,
DO-2599,11/19/2021,11/24/2021,Second Class,3921-robert marley,2,United States,USD,Monroe,Louisiana,South,electronics,Phones,at&t tr1909w,234,90,172,21060,15480,0.05,1053,2,1,"4,524.00","16,536.00",,,
DO-2600,11/19/2021,11/23/2021,Standard,2394-john murray,1,United States,USD,Jamestown,New York,South,electronics,Phones,apple iphone 5,212,71,136,15052,9656,0.03,452,1,5,"4,938.44","10,113.56",,,
DO-2601,11/19/2021,11/25/2021,Standard,1873-georgia rosenberg,3,United States,USD,Wilmington,Delaware,South,stationary & office items,Binders,"premier elliptical ring binder, black",246,78,183,19188,14274,0.04,768,5,3,"4,138.48","15,049.52",,,
DO-2602,11/19/2021,11/25/2021,Standard,1873-georgia rosenberg,3,United States,USD,Wilmington,Delaware,South,home & lifestyle,Bookcases,sauder inglewood library bookcases,219,87,177,19053,15399,0.03,572,1,2,"3,079.41","15,973.59",,,
DO-2603,11/19/2021,11/25/2021,Standard,1873-georgia rosenberg,3,United States,USD,Wilmington,Delaware,South,stationary & office items,Labels,avery 480,213,67,134,14271,8978,0.05,714,5,5,"4,569.45","9,701.55",,,
DO-2604,11/19/2021,11/25/2021,Standard,1873-georgia rosenberg,3,United States,USD,Wilmington,Delaware,South,stationary & office items,Labels,avery 499,245,61,170,14945,10370,0.03,448,5,2,"4,119.65","10,825.35",,,
DO-2605,11/19/2021,11/24/2021,Second Class,1386-dennis bolton,2,United States,USD,Salt Lake City,Utah,South,stationary & office items,Paper,xerox 1888,245,96,129,23520,12384,0.03,706,2,1,"10,427.40","13,092.60",,,
DO-2606,11/19/2021,11/21/2021,First Class,4017-ruben dartt,1,United States,USD,Philadelphia,Pennsylvania,South,electronics,Accessories,logitech g105 gaming keyboard,201,83,139,16683,11537,0.03,500,4,4,"4,637.51","12,045.49",,,
DO-2607,11/19/2021,11/24/2021,Standard,3366-mitch webber,1,United States,USD,Coon Rapids,Minnesota,South,stationary & office items,Storage,recycled steel personal file for standard file folders,249,91,163,22659,14833,0.05,1133,5,5,"6,683.05","15,975.95",,,
DO-2608,11/19/2021,11/24/2021,Standard,3366-mitch webber,1,United States,USD,Coon Rapids,Minnesota,South,electronics,Phones,jabra speak 410,214,89,184,19046,16376,0.04,762,3,5,"1,900.16","17,145.84",,,
DO-2609,11/19/2021,11/22/2021,Second Class,176-alan dominguez,2,United States,USD,Philadelphia,Pennsylvania,South,stationary & office items,Paper,"1/4 fold party design invitations & white envelopes, 24 8-1/2"" x 11"" cards, 25 env./pack",238,73,159,17374,11607,0.04,695,5,2,"5,065.04","12,308.96",,,
DO-2610,11/20/2021,11/25/2021,Standard,2584-katharine harms,3,United States,USD,New York City,New York,South,stationary & office items,Envelopes,"peel & seel recycled catalog envelopes, brown",240,84,146,20160,12264,0.03,605,3,2,"7,286.20","12,873.80",,,
DO-2611,11/20/2021,11/25/2021,Standard,2584-katharine harms,3,United States,USD,New York City,New York,South,electronics,Phones,toshiba ipt2010-sd ip?telephone,231,89,190,20559,16910,0.04,822,5,2,"2,819.64","17,739.36",,,
DO-2612,11/20/2021,11/25/2021,Standard,2584-katharine harms,3,United States,USD,New York City,New York,South,stationary & office items,Binders,3m organizer strips,247,95,173,23465,16435,0.05,1173,3,3,"5,850.75","17,614.25",,,
DO-2613,11/20/2021,11/25/2021,Standard,2584-katharine harms,3,United States,USD,New York City,New York,South,stationary & office items,Paper,xerox 2000,200,51,193,10200,9843,0.04,408,3,3,-57,"10,257.00",,,
DO-2614,11/21/2021,11/26/2021,Standard,1263-dave hallsten,3,United States,USD,Richmond,Kentucky,South,electronics,Phones,"logitech b530 usb?headset?-?headset?- full size, binaural",246,100,168,24600,16800,0.04,984,2,1,"6,813.00","17,787.00",,,
DO-2615,11/21/2021,11/26/2021,Standard,1263-dave hallsten,3,United States,USD,Richmond,Kentucky,South,stationary & office items,Storage,space solutions commercial steel shelving,233,83,197,19339,16351,0.03,580,5,3,"2,399.83","16,939.17",,,
DO-2616,11/21/2021,11/26/2021,Standard,1263-dave hallsten,3,United States,USD,Richmond,Kentucky,South,stationary & office items,Paper,multicolor computer printout paper,210,79,197,16590,15563,0.04,664,5,1,357.4,"16,232.60",,,
DO-2617,11/21/2021,11/26/2021,Standard,1263-dave hallsten,3,United States,USD,Richmond,Kentucky,South,stationary & office items,Art,newell 322,207,61,198,12627,12078,0.05,631,3,1,-86.35,"12,713.35",,,
DO-2618,11/21/2021,11/26/2021,Standard,1872-georgia rosenberg,3,United States,USD,San Francisco,California,South,stationary & office items,Paper,xerox 211,249,76,196,18924,14896,0.03,568,1,3,"3,456.28","15,467.72",,,
DO-2619,11/21/2021,11/27/2021,Standard,2179-jason klamczynski,3,United States,USD,Dallas,Texas,South,electronics,Phones,rca visys integrated pbx 8-line router,218,54,107,11772,5778,0.05,589,5,3,"5,397.40","6,374.60",,,
DO-2620,11/21/2021,11/27/2021,Standard,2179-jason klamczynski,3,United States,USD,Dallas,Texas,South,stationary & office items,Envelopes,poly string tie envelopes,231,89,130,20559,11570,0.04,822,3,1,"8,162.64","12,396.36",,,
DO-2621,11/21/2021,11/26/2021,Standard,4307-steve carroll,2,United States,USD,San Francisco,California,South,electronics,Accessories,kensington expert mouse optical usb trackball for pc or mac,248,69,147,17112,10143,0.05,856,3,1,"6,109.40","11,002.60",,,
DO-2622,11/21/2021,11/26/2021,Standard,4307-steve carroll,2,United States,USD,San Francisco,California,South,stationary & office items,Paper,tops wirebound message log books,241,79,138,19039,10902,0.04,762,2,4,"7,369.44","11,669.56",,,
DO-2623,11/22/2021,11/27/2021,Standard,4007-ruben ausman,3,United States,USD,Columbus,Georgia,South,stationary & office items,Appliances,holmes harmony hepa air purifier for 17 x 20 room,241,68,189,16388,12852,0.05,819,3,3,"2,710.60","13,677.40",,,
DO-2624,11/22/2021,11/27/2021,Standard,4007-ruben ausman,3,United States,USD,Columbus,Georgia,South,stationary & office items,Binders,gbc proclick punch binding system,246,89,154,21894,13706,0.03,657,2,3,"7,526.18","14,367.82",,,
DO-2625,11/22/2021,11/27/2021,Standard,4007-ruben ausman,3,United States,USD,Columbus,Georgia,South,stationary & office items,Envelopes,fashion color clasp envelopes,242,58,119,14036,6902,0.04,561,5,2,"6,565.56","7,470.44",,,
DO-2626,11/22/2021,11/27/2021,Standard,4007-ruben ausman,3,United States,USD,Columbus,Georgia,South,stationary & office items,Envelopes,staple envelope,210,95,198,19950,18810,0.05,998,3,4,135.5,"19,814.50",,,
DO-2627,11/22/2021,11/25/2021,First Class,1714-evan henry,1,United States,USD,Pasadena,Texas,South,stationary & office items,Binders,wilson jones heavy-duty casebound ring binders with metal hinges,245,50,149,12250,7450,0.03,368,5,1,"4,426.50","7,823.50",,,
DO-2628,11/22/2021,11/28/2021,Standard,4592-tony chapman,2,United States,USD,Bolingbrook,Illinois,South,stationary & office items,Binders,"avery framed view binder, ezd ring (locking), navy, 1 1/2""",234,72,198,16848,14256,0.05,842,4,3,"1,742.60","15,105.40",,,
DO-2629,11/22/2021,11/26/2021,Standard,4413-susan pistek,1,United States,USD,Los Angeles,California,South,stationary & office items,Paper,xerox 1895,215,95,132,20425,12540,0.05,1021,2,2,"6,859.75","13,565.25",,,
DO-2630,11/22/2021,11/25/2021,First Class,3909-robert barroso,3,United States,USD,Atlanta,Georgia,South,stationary & office items,Paper,hammermill copyplus copy paper (20lb. and 84 bright),207,99,181,20493,17919,0.04,820,1,4,"1,749.28","18,743.72",,,
DO-2631,11/23/2021,11/25/2021,First Class,2734-kevin brown,1,United States,USD,Los Angeles,California,South,electronics,Accessories,belkin f8e887 usb wired ergonomic keyboard,232,51,199,11832,10149,0.03,355,4,5,"1,319.04","10,512.96",,,
DO-2632,11/23/2021,11/25/2021,First Class,2734-kevin brown,1,United States,USD,Los Angeles,California,South,home & lifestyle,Chairs,novimex swivel fabric task chair,240,68,141,16320,9588,0.04,653,5,5,"6,069.20","10,250.80",,,
DO-2633,11/23/2021,11/25/2021,First Class,2734-kevin brown,1,United States,USD,Los Angeles,California,South,home & lifestyle,Chairs,safco contoured stacking chairs,206,78,152,16068,11856,0.03,482,1,2,"3,726.96","12,341.04",,,
DO-2634,11/23/2021,11/25/2021,First Class,2734-kevin brown,1,United States,USD,Los Angeles,California,South,stationary & office items,Envelopes,pastel pink envelopes,206,56,139,11536,7784,0.04,461,3,1,"3,286.56","8,249.44",,,
DO-2635,11/23/2021,11/29/2021,Standard,1583-emily ducich,2,United States,USD,Houston,Texas,South,stationary & office items,Labels,alphabetical labels for top tab filing,212,91,144,19292,13104,0.05,965,3,5,"5,215.40","14,076.60",,,
DO-2636,11/23/2021,11/27/2021,Standard,4124-saphhira shifley,3,United States,USD,Mesquite,Texas,South,stationary & office items,Appliances,"conquest 14 commercial heavy-duty upright vacuum, collection system, accessory kit",238,80,169,19040,13520,0.04,762,1,2,"4,755.40","14,284.60",,,
DO-2637,11/23/2021,11/27/2021,Standard,4124-saphhira shifley,3,United States,USD,Mesquite,Texas,South,home & lifestyle,Furnishings,staple-based wall hangings,242,57,115,13794,6555,0.03,414,2,4,"6,819.18","6,974.82",,,
DO-2638,11/23/2021,11/27/2021,Standard,4124-saphhira shifley,3,United States,USD,Mesquite,Texas,South,electronics,Accessories,maxell 4.7gb dvd-r 5/pack,235,83,187,19505,15521,0.04,780,4,1,"3,198.80","16,306.20",,,
DO-2639,11/23/2021,11/28/2021,Standard,3748-phillip breyer,3,United States,USD,Philadelphia,Pennsylvania,South,stationary & office items,Envelopes,quality park security envelopes,210,60,188,12600,11280,0.03,378,3,4,935,"11,665.00",,,
DO-2640,11/23/2021,11/28/2021,Standard,4062-sally matthias,1,United States,USD,Scottsdale,Arizona,North,stationary & office items,Envelopes,staple envelope,240,78,162,18720,12636,0.03,562,4,5,"5,513.40","13,206.60",,,
DO-2641,11/23/2021,11/26/2021,Second Class,2092-jack kotsonis,3,United States,USD,Houston,Texas,North,home & lifestyle,Chairs,office star flex back scooter chair with white frame,203,54,150,10962,8100,0.05,548,1,3,"2,309.90","8,652.10",,,
DO-2642,11/23/2021,11/27/2021,Standard,649-bobby trafton,1,United States,USD,Detroit,Michigan,North,stationary & office items,Binders,unikeep view case binders,226,84,168,18984,14112,0.05,949,5,3,"3,914.80","15,069.20",,,
DO-2643,11/24/2021,11/26/2021,First Class,3426-nathan gelder,1,United States,USD,Cincinnati,Ohio,North,stationary & office items,Art,crayola colored pencils,235,57,164,13395,9348,0.05,670,1,2,"3,374.25","10,020.75",,,
DO-2644,11/24/2021,11/26/2021,First Class,4722-vivek gonzalez,1,United States,USD,San Diego,California,North,home & lifestyle,Furnishings,"eldon delta triangular chair mat, 52"" x 58"", clear",227,65,165,14755,10725,0.03,443,1,4,"3,582.35","11,172.65",,,
DO-2645,11/24/2021,11/30/2021,Standard,1973-harold ryan,3,United States,USD,Seattle,Washington,North,stationary & office items,Storage,"recycled data-pak for archival bound computer printouts, 12-1/2 x 12-1/2 x 16",235,85,119,19975,10115,0.03,599,3,4,"9,253.75","10,721.25",,,
DO-2646,11/24/2021,11/30/2021,Standard,1973-harold ryan,3,United States,USD,Seattle,Washington,North,stationary & office items,Storage,"carina 42""hx23 3/4""w media storage unit",227,77,118,17479,9086,0.04,699,5,5,"7,683.84","9,795.16",,,
DO-2647,11/24/2021,11/30/2021,Standard,1973-harold ryan,3,United States,USD,Seattle,Washington,North,stationary & office items,Binders,peel & stick add-on corner pockets,249,58,186,14442,10788,0.05,722,2,2,"2,927.90","11,514.10",,,
DO-2648,11/24/2021,11/30/2021,Standard,1973-harold ryan,3,United States,USD,Seattle,Washington,North,stationary & office items,Paper,xerox 220,236,94,174,22184,16356,0.05,1109,1,3,"4,714.80","17,469.20",,,
DO-2649,11/24/2021,11/29/2021,Second Class,3828-richard bierner,1,United States,USD,Saint Louis,Missouri,North,electronics,Accessories,memorex mini travel drive 16 gb usb 2.0 flash drive,244,82,115,20008,9430,0.05,1000,1,3,"9,573.60","10,434.40",,,
DO-2650,11/24/2021,11/26/2021,Second Class,1635-erica hackney,1,United States,USD,Sacramento,California,North,home & lifestyle,Chairs,"global leather & oak executive chair, burgundy",231,62,146,14322,9052,0.03,430,4,1,"4,835.34","9,486.66",,,
DO-2651,11/24/2021,11/24/2021,Express Mail,2742-kevin o'brian,3,United States,USD,Columbus,Ohio,North,electronics,Phones,samsung galaxy s iii - 16gb - pebble blue (t-mobile),246,100,192,24600,19200,0.05,1230,4,2,"4,164.00","20,436.00",,,
DO-2652,11/24/2021,11/24/2021,Express Mail,2742-kevin o'brian,3,United States,USD,Columbus,Ohio,North,home & lifestyle,Chairs,global executive mid-back manager's chair,225,69,193,15525,13317,0.03,466,4,2,"1,736.25","13,788.75",,,
DO-2653,11/24/2021,11/28/2021,Standard,1222-darren koutras,1,United States,USD,Chicago,Illinois,North,stationary & office items,Storage,fellowes super stor/drawer files,240,60,199,14400,11940,0.05,720,5,1,"1,734.00","12,666.00",,,
DO-2654,11/24/2021,11/29/2021,Standard,4461-thea hendricks,1,United States,USD,Toledo,Ohio,North,home & lifestyle,Furnishings,"eldon 200 class desk accessories, burgundy",217,70,173,15190,12110,0.05,760,1,4,"2,315.50","12,874.50",,,
